table,table_description,column,type,org_specific,discontinued,column_description,bucket,time_typed,already_in_cm04_card
MAR_COSIGN_INST,List of instants at which this med administration was cosigned.,ORDER_ID,NUMERIC,False,False,The unique identifier (.1 item) for the order record.,signature/cosign/attestation,False,False
MAR_COSIGN_INST,List of instants at which this med administration was cosigned.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,signature/cosign/attestation,False,False
MAR_COSIGN_INST,List of instants at which this med administration was cosigned.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,signature/cosign/attestation,False,False
MAR_COSIGN_INST,List of instants at which this med administration was cosigned.,MAR_COSIGN_INSTANT,NUMERIC,False,False,Instant when the cosign took place,signature/cosign/attestation,True,False
MAR_COSIGN_USER,List of users who actually cosigned this med administration.,ORDER_ID,NUMERIC,False,False,The unique identifier (.1 item) for the order record.,signature/cosign/attestation,False,False
MAR_COSIGN_USER,List of users who actually cosigned this med administration.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,signature/cosign/attestation,False,False
MAR_COSIGN_USER,List of users who actually cosigned this med administration.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,signature/cosign/attestation,False,False
MAR_COSIGN_USER,List of users who actually cosigned this med administration.,MAR_COSIGN_USER_ID,VARCHAR,False,False,User (EMP) record ID of user who cosigned this med admin,signature/cosign/attestation,False,False
MAR_COSIGN_USER,List of users who actually cosigned this med administration.,MAR_COSIGN_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,signature/cosign/attestation,False,False
MED_AUTH_DET_NOTE,This table extracts the note associated with a prior authorization.,REFERRAL_ID,NUMERIC,False,False,The unique identifier for the referral record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_AUTH_DET_NOTE,This table extracts the note associated with a prior authorization.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_AUTH_DET_NOTE,This table extracts the note associated with a prior authorization.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_AUTH_DET_NOTE,This table extracts the note associated with a prior authorization.,PA_DETAIL_NOTE,VARCHAR,False,False,This item holds the note associated with the prior authorization details.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_DISCONTINUE_NOTE,This table extracts the multiline discontinue note associated with a medication within a document received.,DOCUMENT_ID,NUMERIC,False,False,The unique identifier (.1 item) for the document record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_DISCONTINUE_NOTE,This table extracts the multiline discontinue note associated with a medication within a document received.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique contact date in decimal format. The integer portion of the number indicates the date of contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.","administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_DISCONTINUE_NOTE,This table extracts the multiline discontinue note associated with a medication within a document received.,GROUP_LINE,INTEGER,False,False,The line number of the medication in the document received. Together with the document ID and the real contact date this forms the foreign key to the CENTRAL_DB_DOCS_RECV table.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_DISCONTINUE_NOTE,This table extracts the multiline discontinue note associated with a medication within a document received.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple notes on a medication associated with the document received and the medication from the medication info table.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_DISCONTINUE_NOTE,This table extracts the multiline discontinue note associated with a medication within a document received.,CONTACT_DATE,DATETIME,False,False,The date of this contact in calendar format.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",True,False
MED_PA_NOTE_FROM_PAYER,This table holds the note received from the payer for an electronic prior authorization action.,REFERRAL_ID,NUMERIC,False,False,The unique identifier for the referral record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_FROM_PAYER,This table holds the note received from the payer for an electronic prior authorization action.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_FROM_PAYER,This table holds the note received from the payer for an electronic prior authorization action.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_FROM_PAYER,This table holds the note received from the payer for an electronic prior authorization action.,PA_NOTE_FROM_PAYER,VARCHAR,False,False,This item holds the note received from the payer during a prior authorization interaction.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_TO_PAYER,This table holds the note sent to the payer for an electronic prior authorization action.,REFERRAL_ID,NUMERIC,False,False,The unique identifier for the referral record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_TO_PAYER,This table holds the note sent to the payer for an electronic prior authorization action.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_TO_PAYER,This table holds the note sent to the payer for an electronic prior authorization action.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
MED_PA_NOTE_TO_PAYER,This table holds the note sent to the payer for an electronic prior authorization action.,PA_NOTE_TO_PAYER,VARCHAR,False,False,This item holds the note sent to the payer in a prior authorization interaction.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,NOTE_ID,VARCHAR,False,False,The unique ID of the Account Notepad note record.,core note lifecycle,False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,ACCOUNT_ID,NUMERIC,False,False,This column stores the unique identifier for the guarantor associated with the note. It is only populated for guarantor-level notes.,core note lifecycle,False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,ACTIVE_STATUS,VARCHAR,False,False,The status of the note: active or inactive.,core note lifecycle,False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,ENTRY_USER_ID,VARCHAR,False,False,"The ID of the user who manually created the note. If the note was automatically created by billing system, this is the person who executed the activity that triggered the note creation. This ID may be encrypted",core note lifecycle,False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,ENTRY_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,INVOICE_NUMBER,VARCHAR,False,False,The invoice number associated with this note.,core note lifecycle,False,False
NOTES_ACCT,This table contains summary information for billing system account notepad notes attached to accounts.,NOTE_ENTRY_DTTM,DATETIME (Local),False,False,The date and time the account note was created.,core note lifecycle,True,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",NOTE_CSN_ID,NUMERIC,False,False,A unique serial number identifier for this note contact.,core note lifecycle,False,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",LINE,INTEGER,False,False,"The line number of data, within the note contact.",core note lifecycle,False,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",NOTE_ID,VARCHAR,False,False,"The Note ID, or General Use Notes (HNO) record number.",core note lifecycle,False,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",CONTACT_DATE_REAL,FLOAT,False,False,This is a numeric representation of the date of this encounter in your system. The integer portion of the number specifies the date of the encounter. The digits after the decimal point indicate multiple visits on one day.,core note lifecycle,False,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",CONTACT_DATE,DATETIME,False,False,The date (calendar format) on which the encounter took place.,core note lifecycle,True,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",EDIT_HX_INSTANT,DATETIME (Local),False,False,The instant at which the History Edit Action was performed.,core note lifecycle,True,True
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",EDIT_HX_ACTION_C_NAME,VARCHAR,False,False,"The edit action that was performed on the note. Examples include Activate, Inactivate, and Edit.",core note lifecycle,False,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",EDIT_HX_INFO,VARCHAR,False,False,This item can contain additional general edit information about the edit.,core note lifecycle,False,False
NOTES_HISTORY_LOG,"This table contains the Edit History Information for all Notes (HNO records). Shows information about the type of edit, when the note was edited, and the user who made the edit.",EDIT_HX_EXP_DATE,DATETIME,False,False,This item stores the FYI expiration date at the time that this record was modified.,core note lifecycle,True,False
NOTES_LAB,"Contains lab-specific information about notes. Only notes associated with labs, which are notes (HNOs) with a Note Type (I HNO 50) value of 81-Lab, are included.",NOTE_ID,VARCHAR,False,False,The unique ID of the note record.,core note lifecycle,False,False
NOTES_LAB,"Contains lab-specific information about notes. Only notes associated with labs, which are notes (HNOs) with a Note Type (I HNO 50) value of 81-Lab, are included.",LAB_NOTE_SUB_TYPE_C_NAME,VARCHAR,False,False,The Lab type for this note. Only Lab notes have a value populated for this item.,core note lifecycle,False,False
NOTES_LINK_ORD_TXN,Orders linked to/from the HNO (notes) master file by order based transcriptions.,NOTE_ID,VARCHAR,False,False,The unique ID associated with the note record for this row.,core note lifecycle,False,False
NOTES_LINK_ORD_TXN,Orders linked to/from the HNO (notes) master file by order based transcriptions.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
NOTES_LINK_ORD_TXN,Orders linked to/from the HNO (notes) master file by order based transcriptions.,LINKED_ORD_ID,NUMERIC,False,False,Orders linked to/from the note records by order based transcriptions.,core note lifecycle,False,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,CASE_ID,NUMERIC,False,False,The unique internal id of the case record.,core note lifecycle,False,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,LINE,INTEGER,False,False,The line number of the note attached to the case.,core note lifecycle,False,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,NOTE_ID,VARCHAR,False,False,The unique ID of the note record attached to the case.,core note lifecycle,False,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,NOTE_DATE,DATETIME,False,False,The date when the note was created.,core note lifecycle,True,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,NOTE_TIME,DATETIME (Local),False,False,The time the note was created.,core note lifecycle,True,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,NOTE_USER_ID,VARCHAR,False,False,The unique ID of the user who created the note.,core note lifecycle,False,False
NOTES_MC_NMM,This table contains the information about notes (HNO) records attached to case (NMM) records.,NOTE_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
NOTES_PROC_ORDERS,This table contains a list of procedure orders linked to ambulatory procedure notes.,NOTE_ID,VARCHAR,False,False,The internal unique ID of the note.,core note lifecycle,False,False
NOTES_PROC_ORDERS,This table contains a list of procedure orders linked to ambulatory procedure notes.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique, internal contact date in decimal format. The integer portion of the number indicates the date of the contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
NOTES_PROC_ORDERS,This table contains a list of procedure orders linked to ambulatory procedure notes.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTES_PROC_ORDERS,This table contains a list of procedure orders linked to ambulatory procedure notes.,ASC_PROC_ORDERS_ID,NUMERIC,False,False,The unique ID of a linked procedure order for ambulatory procedure notes.,core note lifecycle,False,False
NOTES_PROC_PRE_DX,This table contains a list of preoperative diagnoses for ambulatory procedure notes.,NOTE_ID,VARCHAR,False,False,The unique ID of the note.,core note lifecycle,False,False
NOTES_PROC_PRE_DX,This table contains a list of preoperative diagnoses for ambulatory procedure notes.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique, internal contact date in decimal format. The integer portion of the number indicates the date of the contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
NOTES_PROC_PRE_DX,This table contains a list of preoperative diagnoses for ambulatory procedure notes.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTES_PROC_PRE_DX,This table contains a list of preoperative diagnoses for ambulatory procedure notes.,PROC_NOTE_PRE_DX_DX_NAME,VARCHAR,False,False,The name of the diagnosis.,core note lifecycle,False,False
NOTES_PROC_PROCS,This table contains a list of procedures for ambulatory procedure notes.,NOTE_ID,VARCHAR,False,False,The unique ID of the note.,core note lifecycle,False,False
NOTES_PROC_PROCS,This table contains a list of procedures for ambulatory procedure notes.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique, internal contact date in decimal format. The integer portion of the number indicates the date of the contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
NOTES_PROC_PROCS,This table contains a list of procedures for ambulatory procedure notes.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTES_PROC_PROCS,This table contains a list of procedures for ambulatory procedure notes.,PROC_NOTE_PROCEDUR_PROC_NAME,VARCHAR,False,False,The name of each procedure.,core note lifecycle,False,False
NOTES_PROC_PST_DX,This table contains a list of postoperative diagnoses for ambulatory procedure notes.,NOTE_ID,VARCHAR,False,False,The unique ID of the note.,core note lifecycle,False,False
NOTES_PROC_PST_DX,This table contains a list of postoperative diagnoses for ambulatory procedure notes.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique, internal contact date in decimal format. The integer portion of the number indicates the date of the contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
NOTES_PROC_PST_DX,This table contains a list of postoperative diagnoses for ambulatory procedure notes.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTES_PROC_PST_DX,This table contains a list of postoperative diagnoses for ambulatory procedure notes.,PROC_NOTE_PST_DX_DX_NAME,VARCHAR,False,False,The name of the diagnosis.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,NOTE_CSN_ID,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,AUTH_PROV_ID_PROV_NAME,VARCHAR,False,False,The name of the service provider. This item may be hidden in a public view of the CLARITY_SER table.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,AUTH_DTTM,DATETIME (Local),False,False,Date and time the transcription was authenticated,core note lifecycle,True,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,AUTH_USER_ID,VARCHAR,False,False,Id of the user who authenticated the transcription,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,AUTH_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,DICTATION_TIME,DATETIME (Local),False,False,This is the dictation date and time in datetime format. Please note that this only contains information for authorized transcriptions.,core note lifecycle,True,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,TRANSCRIPTION_TIME,DATETIME (Local),False,False,This is the transcription date and time in datetime format. Please note that this only contains information for authorized transcriptions.,core note lifecycle,True,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,ACTIVITY_DTTM,DATETIME (Local),False,False,This is the activity date and time in datetime format.,core note lifecycle,True,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,ORIGINATOR_ID_PROV_NAME,VARCHAR,False,False,The name of the service provider. This item may be hidden in a public view of the CLARITY_SER table.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,EDIT_DTTM,DATETIME (Local),False,False,This is the transcription edit date and time in datetime format.,core note lifecycle,True,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,CHR_CNT_DTTM,DATETIME (Local),False,False,The date and time in which the transcription character count was recorded.,core note lifecycle,True,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,CHR_CNT_MET,FLOAT,False,False,The character count of the transcription.,core note lifecycle,False,False
NOTES_TRANS_AUTH,This table contains transcription authorization info.,DICT_PRIORITY_C_NAME,VARCHAR,False,False,The dictation priority category number for the transcription.,core note lifecycle,False,False
NOTES_TRANS_IB,This table contains information about the transcription In Basket notes.,NOTE_CSN_ID,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
NOTES_TRANS_IB,This table contains information about the transcription In Basket notes.,IB_PRIORITY_C_NAME,VARCHAR,True,False,Stores the In Basket message priority for this note record.,core note lifecycle,False,False
NOTE_AMBIENT_SECTIONS,Stores ambient note section information.,NOTE_ID,VARCHAR,False,False,The unique identifier (.1 item) for the note record.,ambient/AI-scribe (Epic-native — directly Suki-comparable),False,False
NOTE_AMBIENT_SECTIONS,Stores ambient note section information.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,ambient/AI-scribe (Epic-native — directly Suki-comparable),False,False
NOTE_AMBIENT_SECTIONS,Stores ambient note section information.,AMBIENT_SESSION_SECTION_IDENT,VARCHAR,False,False,Stores the Ambient Note Section ID that was updated by the user. Points to I DXR 41500.,ambient/AI-scribe (Epic-native — directly Suki-comparable),False,False
NOTE_AMBIENT_SECTIONS,Stores ambient note section information.,AMBIENT_SESSION_IDENT,VARCHAR,False,False,Stores the Ambient Session ID that this HNO pulled in note section data from. Points to DXR.,ambient/AI-scribe (Epic-native — directly Suki-comparable),False,False
NOTE_ATTACHED_IMG,Stores the document IDs of images attached to the note from Canto.,NOTE_ID,VARCHAR,False,False,The unique identifier for the note record.,core note lifecycle,False,False
NOTE_ATTACHED_IMG,Stores the document IDs of images attached to the note from Canto.,LINE,INTEGER,False,False,The line number for the attached image associated with this note. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
NOTE_ATTACHED_IMG,Stores the document IDs of images attached to the note from Canto.,NOTE_IMG_DOC_ID,VARCHAR,False,False,Stores the storage ID of images attached to the note from Canto.,core note lifecycle,False,False
NOTE_BLOCKING,This table stores the reasons for blocking the sharing of a note.,NOTE_CSN_ID,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
NOTE_BLOCKING,This table stores the reasons for blocking the sharing of a note.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTE_BLOCKING,This table stores the reasons for blocking the sharing of a note.,NOTE_ID,VARCHAR,False,False,The unique identifier (.1 item) for the note record.,core note lifecycle,False,False
NOTE_BLOCKING,This table stores the reasons for blocking the sharing of a note.,CONTACT_DATE,DATETIME,False,False,The date of this contact in calendar format.,core note lifecycle,True,False
NOTE_BLOCKING,This table stores the reasons for blocking the sharing of a note.,MULT_BLOCK_REASON_C_NAME,VARCHAR,True,False,Discrete reasons why user chose to block the sharing of the note.,core note lifecycle,False,False
NOTE_CONTENT_INFO,This table contains discrete information pertaining to the type of content contained within the note text of a clinical note.,NOTE_CSN_ID,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
NOTE_CONTENT_INFO,This table contains discrete information pertaining to the type of content contained within the note text of a clinical note.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
NOTE_CONTENT_INFO,This table contains discrete information pertaining to the type of content contained within the note text of a clinical note.,NOTE_ID,VARCHAR,False,False,The unique identifier for the note record.,core note lifecycle,False,False
NOTE_CONTENT_INFO,This table contains discrete information pertaining to the type of content contained within the note text of a clinical note.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique contact date in decimal format. The integer portion of the number indicates the date of contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
NOTE_CONTENT_INFO,This table contains discrete information pertaining to the type of content contained within the note text of a clinical note.,CONTACT_DATE,DATETIME,False,False,The date of this contact in calendar format.,core note lifecycle,True,False
NOTE_COPY_TRACKING,Track the source note information that this note was copied from.,NOTE_ID,VARCHAR,False,False,The unique identifier (.1 item) for the note record.,core note lifecycle,False,False
NOTE_COPY_TRACKING,Track the source note information that this note was copied from.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
NOTE_COPY_TRACKING,Track the source note information that this note was copied from.,NOTE_COPY_INST_DTTM,DATETIME (UTC),False,False,The instant (UTC) when this note was copied.,core note lifecycle,True,False
NOTE_COPY_TRACKING,Track the source note information that this note was copied from.,NOTE_COPY_LOC_DTTM,DATETIME (Local),False,False,The instant when this note was copied.,core note lifecycle,True,False
NOTE_DENT_PROCS,Dental procedures linked to this dental procedure note.,NOTE_ID,VARCHAR,False,False,The unique identifier (.1 item) for the note record.,core note lifecycle,False,False
NOTE_DENT_PROCS,Dental procedures linked to this dental procedure note.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
NOTE_DENT_PROCS,Dental procedures linked to this dental procedure note.,DENT_PROC_FINDING_ID,NUMERIC,False,False,Stores dental procedures that are linked to this dental procedure note.,core note lifecycle,False,False
NOTE_EDIT_TRAIL,This table displays edit trail information for notes (HNO).,NOTE_ID,VARCHAR,False,False,The unique identifier (.1 item) for the note record.,core note lifecycle,False,False
NOTE_EDIT_TRAIL,This table displays edit trail information for notes (HNO).,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
NOTE_EDIT_TRAIL,This table displays edit trail information for notes (HNO).,IP_ACTION_DTTM,DATETIME (Local),False,False,Instant associated with a particular action taken on a note in local format.,core note lifecycle,True,False
NOTE_EDIT_TRAIL,This table displays edit trail information for notes (HNO).,ACT_TAKEN_INST_DTTM,DATETIME (UTC),False,False,UTC formatted instant associated with a particular action taken on a note.,core note lifecycle,True,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",NOTE_ID,VARCHAR,False,False,The unique identifier for the note record.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",CONTACT_SERIAL_NUM,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",CONTACT_DATE_REAL,FLOAT,False,False,"A unique, internal contact date in decimal format. The integer portion of the number indicates the date of the contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",COSIGN_INSTANT_DTTM,DATETIME (UTC),False,False,The instant when the note was cosigned.,core note lifecycle,True,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",COSIGNUSER_ID,VARCHAR,False,False,The user who cosigned the note.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",COSIGNUSER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",COSIGN_NOTE_LINK,NUMERIC,False,False,A note contact serial number (CSN) that points to the attending's note that cosigned this one.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",COSIGN_REQUIRED_C_NAME,VARCHAR,True,False,The cosign requirement for the current note contact.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",AUTH_LNKED_PROV_ID_PROV_NAME,VARCHAR,False,False,The name of the service provider. This item may be hidden in a public view of the CLARITY_SER table.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",AUTHOR_SERVICE_C_NAME,VARCHAR,True,False,The author's clinical service.,core note lifecycle,False,False
NOTE_ENC_INFO,"This table contains information from overtime single-response items about General Use Notes (HNO) records. Contact creation logic for clinical notes is as follows: 1. If a note doesn't exist, a new note is created. This represents the first contact on that note. 2. If a revision is filed by the incoming transcription interface, a new contact is created on the note being revised regardless of note status.",ENTRY_INSTANT_DTTM,DATETIME (UTC),False,False,UTC formatted instant of entry for a note.,core note lifecycle,True,False
